Type,date,visitation,placekey
Japanese,2019-08,89,4
Japanese,2019-09,21,233
Japanese,2019-09,23,206
Japanese,2019-09,25,126
Japanese,2019-09,29,75
Japanese,2019-09,31,59
Japanese,2019-09,38,39
Japanese,2019-09,40,39
Japanese,2019-09,43,19
Japanese,2019-09,45,17
Japanese,2019-09,121,1
Japanese,2019-10,20,260
Japanese,2019-10,22,159
Japanese,2019-10,26,118
Japanese,2019-10,27,96
Japanese,2019-10,28,86
Japanese,2019-10,39,17
Japanese,2019-10,40,23
Japanese,2019-10,72,3
Japanese,2019-11,22,178
Japanese,2019-11,23,151
Japanese,2019-11,24,128
Japanese,2019-11,31,61
Japanese,2019-11,32,64
Japanese,2019-11,34,58
Japanese,2019-11,40,29
Japanese,2019-11,43,17
Japanese,2019-11,48,12
Japanese,2019-11,53,14
Japanese,2019-11,85,3
Japanese,2019-12,25,160
Japanese,2019-12,26,139
Japanese,2019-12,35,43
Japanese,2019-12,37,47
Japanese,2019-12,39,32
Japanese,2019-12,45,27
Japanese,2019-12,110,1
Japanese,2020-01,25,173
Japanese,2020-01,30,93
Japanese,2020-01,33,67
Japanese,2020-01,35,55
Japanese,2020-01,36,50
Japanese,2020-01,40,35
Japanese,2020-01,49,20
Japanese,2020-01,109,3
Japanese,2020-02,24,163
Japanese,2020-02,26,136
Japanese,2020-02,30,83
Japanese,2020-02,36,33
Japanese,2020-02,41,28
Japanese,2020-02,50,14
Japanese,2020-02,51,11
Japanese,2020-02,103,1
Japanese,2020-03,19,159
Japanese,2020-03,21,110
Japanese,2020-03,25,55
Japanese,2020-03,27,50
Japanese,2020-03,28,36
Japanese,2020-03,30,26
Japanese,2020-03,60,5
Japanese,2020-04,12,237
Japanese,2020-04,18,59
Japanese,2020-04,19,64
Japanese,2020-04,20,40
Japanese,2020-05,23,62
Japanese,2020-05,25,44
Japanese,2020-05,29,27
Japanese,2020-05,31,23
Japanese,2020-05,35,15
Japanese,2020-05,74,2
Japanese,2020-06,26,54
Japanese,2020-06,28,42
Japanese,2020-06,30,43
Japanese,2020-06,34,24
Japanese,2020-06,46,8
Japanese,2020-07,21,116
Japanese,2020-07,22,98
Japanese,2020-07,26,58
Japanese,2020-07,37,13
Japanese,2020-07,44,12
Japanese,2020-07,61,5
Japanese,2020-08,23,91
Japanese,2020-08,37,25
Japanese,2020-08,38,17
Japanese,2020-08,56,3
Japanese,2020-09,16,318
Japanese,2020-09,23,80
Japanese,2020-09,28,44
Japanese,2020-09,29,46
Japanese,2020-09,31,43
Japanese,2020-09,34,30
Japanese,2020-09,39,21
Japanese,2020-09,40,12
Japanese,2020-10,20,174
Japanese,2020-10,22,125
Japanese,2020-10,23,108
Japanese,2020-10,24,81
Japanese,2020-10,25,83
Japanese,2020-10,28,65
Japanese,2020-10,31,45
Japanese,2020-10,33,35
Japanese,2020-10,42,17
Japanese,2020-10,49,9
Japanese,2020-11,25,81
Japanese,2020-11,27,48
Japanese,2020-11,50,7
Japanese,2020-12,20,159
Japanese,2020-12,27,71
Japanese,2020-12,53,3
Japanese,2021-01,19,178
Japanese,2021-01,23,98
Japanese,2021-01,26,68
Japanese,2021-01,29,50
Japanese,2021-01,40,22
Japanese,2021-01,48,11
Japanese,2021-01,72,4
Japanese,2021-02,20,152
Japanese,2021-02,21,114
Japanese,2021-02,23,81
Japanese,2021-02,24,80
Japanese,2021-02,30,37
Japanese,2021-02,32,23
Japanese,2021-02,34,23
Japanese,2021-02,41,16
Japanese,2021-02,59,3
Japanese,2021-03,23,122
Japanese,2021-03,26,96
Japanese,2021-03,27,92
Japanese,2021-03,28,76
Japanese,2021-03,31,47
Japanese,2021-03,33,45
Japanese,2021-03,54,8
Japanese,2021-03,105,1
Japanese,2021-04,17,337
Japanese,2021-04,25,120
Japanese,2021-04,27,84
Japanese,2021-04,30,79
Japanese,2021-04,33,42
Japanese,2021-04,40,17
Japanese,2021-04,50,12
Japanese,2021-04,67,3
Japanese,2021-05,24,131
Japanese,2021-05,26,107
Japanese,2021-05,28,79
Japanese,2021-05,30,53
Japanese,2021-05,56,5
Japanese,2021-05,83,2
Japanese,2021-06,23,113
Japanese,2021-06,28,85
Japanese,2021-06,33,45
Japanese,2021-06,37,25
Japanese,2021-06,43,18
Japanese,2021-06,63,3
Korean,2019-01,7,710
Korean,2019-01,9,253
Korean,2019-01,10,180
Korean,2019-01,12,91
Korean,2019-01,16,37
Korean,2019-02,7,660
Korean,2019-02,9,240
Korean,2019-02,10,137
Korean,2019-02,11,125
Korean,2019-03,9,279
Korean,2019-03,10,211
Korean,2019-03,21,21
Korean,2019-04,6,1337
Korean,2019-04,9,289
Korean,2019-04,13,79
Korean,2019-04,18,29
Korean,2019-05,7,839
Korean,2019-05,9,314
Korean,2019-05,11,173
Korean,2019-05,24,13
Korean,2019-06,10,208
Korean,2019-06,16,38
Korean,2019-07,7,781
Korean,2019-07,8,500
Korean,2019-07,10,203
Korean,2019-07,31,5
Korean,2019-08,7,861
Korean,2019-08,9,345
Korean,2019-08,28,6
Korean,2019-09,8,542
Korean,2019-09,10,269
Korean,2019-09,13,94
Korean,2019-09,14,71
Korean,2019-09,21,23
Korean,2019-10,6,1433
Korean,2019-10,9,305
Korean,2019-10,10,237
Korean,2019-10,13,84
Korean,2019-10,30,9
Korean,2019-11,7,812
Korean,2019-11,8,468
Korean,2019-11,12,110
Korean,2019-11,13,80
Korean,2019-12,7,913
Korean,2019-12,8,531
Korean,2019-12,10,241
Korean,2019-12,13,94
Korean,2019-12,29,7
Korean,2020-01,8,531
Korean,2020-01,10,215
Korean,2020-01,13,104
Korean,2020-01,17,54
Korean,2020-01,18,40
Korean,2020-02,8,486
Korean,2020-02,9,306
Korean,2020-02,10,179
Korean,2020-02,12,103
Korean,2020-02,18,25
Korean,2020-03,4,1766
Korean,2020-03,7,478
Korean,2020-03,8,298
Korean,2020-03,17,19
Korean,2020-04,6,386
Korean,2020-05,6,609
Korean,2020-05,10,76
Korean,2020-06,8,220
Korean,2020-06,14,31
Korean,2020-07,12,46
Korean,2020-08,9,140
Korean,2020-09,7,451
Korean,2020-09,8,239
Korean,2020-10,4,1708
Korean,2020-10,7,457
Korean,2020-10,10,107
Korean,2020-11,4,1514
Korean,2020-11,6,703
Korean,2020-11,15,14
Korean,2020-12,4,1483
Korean,2020-12,5,1303
Korean,2020-12,14,25
Korean,2021-01,6,596
Korean,2021-01,8,185
Korean,2021-01,10,63
Korean,2021-02,7,299
Korean,2021-03,9,154
Korean,2021-05,7,502
Korean,2021-06,6,885
Mediterranean,2019-01,8,514
Mediterranean,2020-02,13,130
Mediterranean,2020-02,18,55
Mediterranean,2020-05,8,248
Mexican,2019-01,35,94
Mexican,2019-01,37,60
Mexican,2019-01,39,49
Mexican,2019-01,43,42
Mexican,2019-01,54,25
Mexican,2019-01,61,7
Mexican,2019-01,76,5
Mexican,2019-02,49,29
Mexican,2019-02,66,3
Mexican,2019-02,67,3
Mexican,2019-02,77,2
Mexican,2019-03,45,52
Mexican,2019-03,49,43
Mexican,2019-03,53,24
Mexican,2019-03,68,9
Mexican,2019-03,104,1
Mexican,2019-04,43,56
Mexican,2019-04,52,31
Mexican,2019-04,76,7
Mexican,2019-04,99,3
Mexican,2019-05,48,50
Mexican,2019-05,50,34
Mexican,2019-05,55,26
Mexican,2019-05,67,16
Mexican,2019-05,116,1
Mexican,2019-06,55,24
Mexican,2019-06,65,16
Mexican,2019-06,111,2
Mexican,2019-07,47,45
Mexican,2019-07,49,42
Mexican,2019-07,55,23
Mexican,2019-07,64,11
Mexican,2019-07,92,2
Mexican,2019-08,49,47
Mexican,2019-08,51,34
Mexican,2019-08,56,25
Mexican,2019-08,60,17
Mexican,2019-08,102,4
Mexican,2019-09,43,68
Mexican,2019-09,52,37
Mexican,2019-09,65,17
Mexican,2019-09,68,18
Mexican,2019-09,80,7
Mexican,2019-09,102,3
Mexican,2019-10,46,48
Mexican,2019-10,51,23
Mexican,2019-10,54,15
Mexican,2019-10,80,3
Mexican,2019-11,99,1
Mexican,2019-12,49,45
Mexican,2019-12,50,47
Mexican,2019-12,51,38
Mexican,2019-12,102,6
Mexican,2019-12,103,4
Mexican,2020-01,51,40
Mexican,2020-01,52,32
Mexican,2020-01,58,24
Mexican,2020-01,59,22
Mexican,2020-01,62,30
Mexican,2020-01,74,8
Mexican,2020-01,96,5
Mexican,2020-01,123,2
Mexican,2020-02,52,46
Mexican,2020-02,53,40
Mexican,2020-02,54,34
Mexican,2020-02,55,34
Mexican,2020-02,57,28
Mexican,2020-02,64,19
Mexican,2020-02,81,11
Mexican,2020-02,93,6
Mexican,2020-03,31,93
Mexican,2020-03,38,57
Mexican,2020-03,41,49
Mexican,2020-03,43,23
Mexican,2020-03,45,29
Mexican,2020-03,66,9
Mexican,2020-05,37,50
Mexican,2020-06,39,76
Mexican,2020-06,72,8
Mexican,2020-08,50,25
Mexican,2020-08,90,2
Mexican,2020-09,58,15
Mexican,2020-09,79,5
Mexican,2020-10,39,77
Mexican,2020-10,52,26
Mexican,2020-10,53,23
Mexican,2020-10,66,8
Mexican,2020-10,87,6
Mexican,2020-10,92,4
Mexican,2020-11,38,61
Mexican,2020-11,42,49
Mexican,2020-11,44,33
Mexican,2020-11,76,2
Mexican,2020-11,78,5
Mexican,2020-12,61,16
Mexican,2020-12,95,4
Mexican,2020-12,102,1
Mexican,2021-01,32,110
Mexican,2021-01,58,18
Mexican,2021-01,66,6
Mexican,2021-01,68,7
Mexican,2021-01,69,4
Mexican,2021-01,86,4
Mexican,2021-01,114,2
Mexican,2021-02,58,16
Mexican,2021-02,77,4
Mexican,2021-02,83,2
Mexican,2021-02,117,2
Mexican,2021-03,50,45
Mexican,2021-03,67,16
Mexican,2021-03,72,11
Mexican,2021-03,78,9
Mexican,2021-03,93,3
Mexican,2021-03,118,3
Mexican,2021-03,145,2
Mexican,2021-04,40,87
Mexican,2021-04,47,44
Mexican,2021-04,52,30
Mexican,2021-04,55,30
Mexican,2021-04,64,20
Mexican,2021-04,88,3
Mexican,2021-04,89,3
Mexican,2021-04,113,2
Mexican,2021-04,145,2
Mexican,2021-05,60,24
Mexican,2021-05,80,7
Mexican,2021-05,122,1
Mexican,2021-05,144,2
Mexican,2021-06,49,31
Mexican,2021-06,58,17
Mexican,2021-06,59,21
Mexican,2021-06,61,29
Mexican,2021-06,80,6
Mexican,2021-06,100,3
Mexican,2021-06,116,2
MiddleEastern,2019-01,5,2292
MiddleEastern,2019-01,6,1189
MiddleEastern,2019-01,7,688
MiddleEastern,2019-01,11,140
MiddleEastern,2019-01,12,102
MiddleEastern,2019-01,64,1
MiddleEastern,2019-01,72,1
MiddleEastern,2019-02,6,1149
MiddleEastern,2019-02,8,363
MiddleEastern,2019-02,10,155
MiddleEastern,2019-02,14,44
MiddleEastern,2019-02,18,20
MiddleEastern,2019-02,59,1
MiddleEastern,2019-02,60,1
MiddleEastern,2019-03,4,2735
MiddleEastern,2019-03,5,2533
MiddleEastern,2019-03,9,269
MiddleEastern,2019-03,10,221
MiddleEastern,2019-03,12,116
MiddleEastern,2019-03,55,2
MiddleEastern,2019-03,60,1
MiddleEastern,2019-04,4,2722
MiddleEastern,2019-04,7,771
MiddleEastern,2019-04,8,469
MiddleEastern,2019-04,9,298
MiddleEastern,2019-04,10,184
MiddleEastern,2019-04,11,117
MiddleEastern,2019-04,32,3
MiddleEastern,2019-04,33,3
MiddleEastern,2019-05,8,511
MiddleEastern,2019-05,10,220
MiddleEastern,2019-05,18,33
MiddleEastern,2019-05,21,20
MiddleEastern,2019-06,7,873
MiddleEastern,2019-06,17,37
MiddleEastern,2019-06,21,19
MiddleEastern,2019-07,4,2706
MiddleEastern,2019-07,6,1232
MiddleEastern,2019-07,7,768
MiddleEastern,2019-07,8,429
MiddleEastern,2019-07,9,260
MiddleEastern,2019-07,11,135
MiddleEastern,2019-07,13,62
MiddleEastern,2019-07,25,7
MiddleEastern,2019-08,5,2617
MiddleEastern,2019-08,7,790
MiddleEastern,2019-08,9,296
MiddleEastern,2019-08,10,214
MiddleEastern,2019-08,11,126
MiddleEastern,2019-08,34,6
MiddleEastern,2019-08,90,1
MiddleEastern,2019-08,96,1
MiddleEastern,2019-09,8,499
MiddleEastern,2019-09,11,150
MiddleEastern,2019-09,43,3
MiddleEastern,2019-09,83,1
MiddleEastern,2019-09,98,1
MiddleEastern,2019-10,4,2666
MiddleEastern,2019-10,7,743
MiddleEastern,2019-10,8,485
MiddleEastern,2019-10,9,276
MiddleEastern,2019-10,10,196
MiddleEastern,2019-10,33,3
MiddleEastern,2019-10,74,2
MiddleEastern,2019-10,98,1
MiddleEastern,2019-11,7,696
MiddleEastern,2019-11,8,467
MiddleEastern,2019-11,10,194
MiddleEastern,2019-11,16,38
MiddleEastern,2019-11,41,1
MiddleEastern,2019-11,53,1
MiddleEastern,2019-12,6,1292
MiddleEastern,2019-12,8,459
MiddleEastern,2019-12,9,291
MiddleEastern,2019-12,10,189
MiddleEastern,2019-12,11,148
MiddleEastern,2019-12,14,71
MiddleEastern,2019-12,46,2
MiddleEastern,2019-12,50,1
MiddleEastern,2020-01,8,515
MiddleEastern,2020-01,10,210
MiddleEastern,2020-01,18,24
MiddleEastern,2020-01,45,2
MiddleEastern,2020-01,92,1
MiddleEastern,2020-01,107,1
MiddleEastern,2020-02,4,2694
MiddleEastern,2020-02,7,732
MiddleEastern,2020-02,8,453
MiddleEastern,2020-02,11,133
MiddleEastern,2020-02,14,76
MiddleEastern,2020-02,20,13
MiddleEastern,2020-02,21,19
MiddleEastern,2020-02,65,1
MiddleEastern,2020-02,79,1
MiddleEastern,2020-03,6,839
MiddleEastern,2020-03,8,313
MiddleEastern,2020-03,9,184
MiddleEastern,2020-03,22,5
MiddleEastern,2020-03,27,4
MiddleEastern,2020-04,3,2235
MiddleEastern,2020-04,4,874
MiddleEastern,2020-04,6,344
MiddleEastern,2020-04,7,222
MiddleEastern,2020-04,8,126
MiddleEastern,2020-04,15,6
MiddleEastern,2020-04,19,2
MiddleEastern,2020-05,6,559
MiddleEastern,2020-05,9,118
MiddleEastern,2020-05,12,37
MiddleEastern,2020-05,14,15
MiddleEastern,2020-06,6,731
MiddleEastern,2020-06,7,361
MiddleEastern,2020-06,9,128
MiddleEastern,2020-06,12,43
MiddleEastern,2020-06,19,8
MiddleEastern,2020-07,9,143
MiddleEastern,2020-07,17,16
MiddleEastern,2020-07,22,4
MiddleEastern,2020-08,5,1446
MiddleEastern,2020-08,6,737
MiddleEastern,2020-08,7,436
MiddleEastern,2020-08,8,237
MiddleEastern,2020-08,9,153
MiddleEastern,2020-08,10,117
MiddleEastern,2020-08,12,56
MiddleEastern,2020-08,13,31
MiddleEastern,2020-08,16,18
MiddleEastern,2020-08,53,1
MiddleEastern,2020-08,78,1
MiddleEastern,2020-09,4,1587
MiddleEastern,2020-09,7,439
MiddleEastern,2020-09,8,242
MiddleEastern,2020-09,10,88
MiddleEastern,2020-09,11,68
MiddleEastern,2020-09,25,2
MiddleEastern,2020-09,69,1
MiddleEastern,2020-09,86,1
MiddleEastern,2020-10,7,411
MiddleEastern,2020-10,8,234
MiddleEastern,2020-10,9,168
MiddleEastern,2020-10,13,38
MiddleEastern,2020-10,16,14
MiddleEastern,2020-10,24,4
MiddleEastern,2020-10,62,1
MiddleEastern,2020-10,88,1
MiddleEastern,2020-11,7,365
MiddleEastern,2020-11,8,196
MiddleEastern,2020-11,15,17
MiddleEastern,2020-11,53,1
MiddleEastern,2020-11,75,1
MiddleEastern,2020-12,6,679
MiddleEastern,2020-12,7,351
MiddleEastern,2020-12,17,12
MiddleEastern,2020-12,24,3
MiddleEastern,2021-01,9,87
MiddleEastern,2021-01,11,39
MiddleEastern,2021-01,28,2
MiddleEastern,2021-01,30,3
MiddleEastern,2021-02,4,1150
MiddleEastern,2021-02,15,7
MiddleEastern,2021-02,53,1
MiddleEastern,2021-02,60,1
MiddleEastern,2021-03,10,81
MiddleEastern,2021-03,19,11
MiddleEastern,2021-03,60,1
MiddleEastern,2021-03,61,1
MiddleEastern,2021-04,9,149
MiddleEastern,2021-04,12,39
MiddleEastern,2021-04,59,1
MiddleEastern,2021-04,66,1
MiddleEastern,2021-05,6,762
MiddleEastern,2021-05,19,15
MiddleEastern,2021-05,24,5
MiddleEastern,2021-06,6,676
MiddleEastern,2021-06,7,393
MiddleEastern,2021-06,8,194
MiddleEastern,2021-06,9,130
MiddleEastern,2021-06,16,8
MiddleEastern,2021-06,26,3
Mixed,2019-01,19,234
Mixed,2019-01,23,115
Mixed,2019-01,26,103
Mixed,2019-01,27,63
Mixed,2019-01,30,37
Mixed,2019-01,37,17
Mixed,2019-01,79,7
Mixed,2019-02,30,56
Mixed,2019-02,84,3
Mixed,2019-02,92,3
Mixed,2019-03,28,76
Mixed,2019-03,82,1
Mixed,2019-03,99,1
Mixed,2019-04,28,91
Mixed,2019-04,34,28
Mixed,2019-04,39,31
Mixed,2019-04,42,15
Mixed,2019-05,25,141
Mixed,2019-06,21,273
Mixed,2019-07,17,447
Mixed,2019-07,23,144
Mixed,2019-07,25,97
Mixed,2019-07,33,42
Mixed,2019-08,19,328
Mixed,2019-08,25,161
Mixed,2019-08,32,56
Mixed,2019-08,37,35
Mixed,2019-08,69,4
Mixed,2019-08,117,1
Mixed,2019-08,119,1
Mixed,2019-09,28,71
Mixed,2019-09,30,82
Mixed,2019-09,37,29
Mixed,2019-09,43,20
Mixed,2019-09,89,2
Mixed,2019-09,135,2
Mixed,2019-10,20,299
Mixed,2019-10,27,93
Mixed,2019-10,73,5
Mixed,2019-10,115,3
Mixed,2019-10,130,1
Mixed,2019-11,28,67
Mixed,2019-11,49,10
Mixed,2019-11,54,7
Mixed,2019-12,23,177
Mixed,2019-12,25,119
Mixed,2019-12,32,57
Mixed,2019-12,36,37
Mixed,2019-12,48,14
Mixed,2019-12,68,4
Mixed,2020-01,25,155
Mixed,2020-01,27,95
Mixed,2020-01,29,82
Mixed,2020-01,30,77
Mixed,2020-01,56,8
Mixed,2020-01,103,2
Mixed,2020-01,123,1
Mixed,2020-02,20,305
Mixed,2020-02,24,156
Mixed,2020-02,40,33
Mixed,2020-02,69,6
Mixed,2020-02,100,2
Mixed,2020-03,18,205
Mixed,2020-03,23,89
Mixed,2020-03,25,45
Mixed,2020-03,26,52
Mixed,2020-03,28,48
Mixed,2020-04,13,193
Mixed,2020-05,16,201
Mixed,2020-06,21,100
Mixed,2020-06,23,81
Mixed,2020-08,28,56
Mixed,2020-08,29,52
Mixed,2020-08,33,20
Mixed,2020-08,35,27
Mixed,2020-08,58,3
Mixed,2020-08,81,3
Mixed,2020-09,18,202
Mixed,2020-09,31,32
Mixed,2020-09,51,6
Mixed,2020-09,90,2
Mixed,2020-09,115,1
Mixed,2020-10,19,182
Mixed,2020-10,21,139
Mixed,2020-10,24,94
Mixed,2020-10,42,9
Mixed,2020-10,78,3
Mixed,2020-10,99,1
Mixed,2020-11,14,376
Mixed,2020-11,19,152
Mixed,2020-11,29,33
Mixed,2020-11,64,3
Mixed,2020-11,81,1
Mixed,2021-01,27,34
Mixed,2021-02,58,3
Mixed,2021-02,65,1
Mixed,2021-03,38,15
Mixed,2021-03,69,5
Mixed,2021-03,74,1
Mixed,2021-04,20,182
Mixed,2021-04,25,74
Mixed,2021-04,66,2
Mixed,2021-04,76,1
Mixed,2021-05,19,262
Mixed,2021-05,24,112
Mixed,2021-06,14,556
Thai,2019-01,12,217
Thai,2019-03,8,1056
Thai,2019-09,8,1143
Thai,2019-11,12,210
Thai,2020-03,8,606
Thai,2020-03,11,184
Thai,2020-11,9,342
Thai,2021-01,9,304
Thai,2021-01,10,215
Thai,2021-01,11,142
Thai,2021-02,8,473
Thai,2021-03,9,407
Vietnamese,2019-02,8,764
Vietnamese,2019-11,8,871
Vietnamese,2020-11,7,640
Vietnamese,2021-05,9,315
African,2019-01,6,143
African,2019-02,5,262
African,2019-02,8,42
African,2019-03,6,182
African,2019-03,7,102
African,2019-04,3,906
African,2019-04,4,372
African,2019-04,5,327
African,2019-04,7,81
African,2019-04,14,8
African,2019-05,3,938
African,2019-05,5,379
African,2019-06,3,986
African,2019-06,5,357
African,2019-07,5,327
African,2019-08,5,349
African,2019-08,6,174
African,2019-08,7,88
African,2019-09,5,354
African,2019-09,6,165
African,2019-10,7,98
African,2019-11,3,836
African,2019-11,4,317
African,2019-11,5,324
African,2019-11,6,160
African,2019-11,7,102
African,2019-12,4,336
African,2019-12,5,308
African,2019-12,7,105
African,2020-01,4,394
African,2020-01,8,65
African,2020-02,5,333
African,2020-02,8,53
African,2020-03,3,621
African,2020-03,6,108
African,2020-04,7,32
African,2020-05,5,130
African,2020-06,7,63
African,2020-06,10,12
African,2020-07,4,239
African,2020-07,5,196
African,2020-07,11,9
African,2020-08,3,574
African,2020-08,7,57
African,2020-09,5,183
African,2020-12,5,150
African,2021-01,3,416
African,2021-01,5,171
African,2021-02,6,79
African,2021-03,5,200
African,2021-03,7,58
African,2021-04,2,1969
African,2021-04,3,589
African,2021-04,8,31
African,2021-05,3,602
African,2021-05,5,205
African,2021-05,6,111
African,2021-06,3,539
African,2021-06,4,244
American,2019-01,58,32
American,2019-01,284,1
American,2019-02,48,71
American,2019-02,52,53
American,2019-02,58,37
American,2019-02,80,11
American,2019-02,264,1
American,2019-03,55,51
American,2019-03,64,45
American,2019-03,74,22
American,2019-03,265,1
American,2019-04,106,4
American,2019-05,85,20
American,2019-05,98,8
American,2019-06,97,5
American,2019-06,109,1
American,2019-07,81,10
American,2019-08,63,45
American,2019-08,82,16
American,2019-08,86,9
American,2019-08,91,13
American,2019-08,98,9
American,2019-08,113,8
American,2019-08,388,1
American,2019-09,57,52
American,2019-09,101,8
American,2019-09,109,10
American,2019-09,131,8
American,2019-09,136,4
American,2019-09,434,1
American,2019-10,86,14
American,2019-10,100,8
American,2019-10,129,3
American,2019-10,151,2
American,2019-10,410,1
American,2019-11,85,11
American,2019-11,94,4
American,2019-11,111,3
American,2019-11,328,1
American,2019-12,50,79
American,2019-12,55,61
American,2019-12,76,22
American,2019-12,92,5
American,2019-12,120,3
American,2019-12,139,3
American,2020-01,66,40
American,2020-01,69,29
American,2020-01,84,17
American,2020-01,85,12
American,2020-01,129,4
American,2020-01,246,1
American,2020-02,46,130
American,2020-02,67,33
American,2020-02,82,14
American,2020-02,84,19
American,2020-02,90,14
American,2020-02,94,11
American,2020-02,96,10
American,2020-02,117,7
American,2020-02,128,5
American,2020-02,156,4
American,2020-02,421,1
American,2020-03,78,9
American,2020-03,88,6
American,2020-03,96,3
American,2020-03,339,1
American,2020-04,53,17
American,2020-04,62,14
American,2020-04,63,5
American,2020-04,72,3
American,2020-04,98,3
American,2020-05,63,14
American,2020-05,64,13
American,2020-05,93,2
American,2020-05,96,5
American,2020-05,101,1
American,2020-06,79,7
American,2020-06,93,2
American,2020-06,129,1
American,2020-06,142,1
American,2020-07,67,13
American,2020-07,79,4
American,2020-07,89,7
American,2020-07,100,2
American,2020-07,105,1
American,2020-08,59,29
American,2020-08,75,9
American,2020-08,85,8
American,2020-08,93,5
American,2020-08,123,1
American,2020-08,176,1
American,2020-09,51,52
American,2020-09,64,17
American,2020-09,81,12
American,2020-09,82,15
American,2020-09,83,11
American,2020-09,91,7
American,2020-09,92,6
American,2020-09,223,2
American,2020-10,65,21
American,2020-10,69,23
American,2020-10,82,9
American,2020-10,97,7
American,2020-10,103,6
American,2020-10,105,1
American,2020-10,198,1
American,2020-11,55,40
American,2020-11,75,9
American,2020-11,83,8
American,2020-11,98,8
American,2020-11,107,1
American,2020-11,152,2
American,2020-12,54,28
American,2020-12,82,8
American,2020-12,93,4
American,2020-12,95,2
American,2020-12,101,4
